checkin_info,type,business_id
"{'11-2': 2, '10-1': 1, '21-0': 1, '17-5': 2, '21-4': 1, '17-4': 1, '16-3': 2, '15-1': 2, '15-0': 2, '15-3': 2, '15-4': 1, '15-6': 2, '18-0': 3, '23-3': 1, '18-2': 2, '18-3': 2, '18-4': 3, '18-5': 3, '18-6': 2, '14-4': 1, '14-5': 2, '14-6': 3, '14-0': 1, '14-1': 1, '16-6': 1, '0-0': 1, '17-1': 2, '19-5': 2, '19-4': 2, '17-0': 2, '19-3': 1, '19-2': 1, '11-5': 9, '11-4': 5, '13-0': 1, '11-1': 6, '13-6': 1, '13-5': 6, '13-4': 3, '12-6': 1, '12-4': 2, '12-5': 2, '12-2': 6, '12-3': 2, '12-0': 2, '12-1': 3, '13-3': 1, '20-1': 1, '20-0': 5, '20-3': 3, '20-5': 1, '20-4': 5, '20-6': 1, '16-2': 5, '17-6': 1, '16-0': 1, '16-1': 4, '17-3': 1, '17-2': 2, '16-4': 2, '3-6': 1, '10-0': 2, '21-5': 1, '10-2': 1, '10-3': 1, '10-4': 1, '21-1': 1, '10-6': 2, '11-0': 4}",checkin,qNqvJIH4_KENAajUfRZKoA
"{'13-5': 1, '19-1': 1, '11-6': 1, '18-4': 1, '16-4': 2, '16-5': 1, '10-4': 2, '12-3': 1}",checkin,7n3_Dg8SCgoPjKYjcp62QQ
"{'15-4': 1, '16-1': 1, '18-6': 1, '19-6': 1, '13-3': 1, '13-2': 1, '11-6': 1, '11-3': 2, '11-2': 1, '12-6': 1, '12-4': 1, '12-5': 3, '12-2': 2, '12-3': 8, '12-0': 4, '12-1': 4, '20-4': 1, '20-6': 1, '17-6': 1, '17-4': 1, '17-3': 1, '16-4': 1, '21-1': 1}",checkin,aTUHVjsSH7YLV_wD3i4Lsw
"{'3-2': 1, '15-3': 1, '15-6': 1, '18-0': 1, '18-1': 4, '22-4': 1, '18-4': 7, '18-5': 2, '2-3': 1, '16-4': 1, '2-4': 1, '19-4': 6, '19-1': 1, '19-0': 1, '19-3': 16, '13-5': 1, '12-6': 1, '12-5': 4, '9-2': 1, '9-5': 1, '18-3': 9, '9-6': 1, '20-1': 2, '20-3': 1, '20-2': 1, '20-5': 3, '20-4': 4, '7-5': 1, '16-3': 1, '17-4': 1, '17-3': 2, '17-1': 2, '16-5': 1, '21-4': 3, '10-4': 1, '21-3': 1}",checkin,lEGq4UveDPxikXcpwjtFow
"{'7-0': 6, '6-6': 1, '12-4': 2, '9-6': 1, '12-2': 1, '10-2': 2, '12-0': 1, '14-4': 1, '14-5': 1, '14-6': 3, '12-1': 1, '9-4': 1, '14-3': 1, '5-4': 3, '4-2': 1, '13-3': 1, '13-2': 2, '13-1': 2, '5-6': 1, '11-0': 1, '11-3': 4, '11-2': 3, '12-6': 1, '5-1': 2, '6-4': 3, '6-5': 1, '6-2': 2, '6-3': 2, '6-0': 5, '6-1': 3, '9-1': 1, '9-0': 1, '9-3': 2, '9-2': 1, '4-4': 1, '8-0': 1, '5-3': 1, '5-2': 3, '7-3': 9, '7-2': 5, '7-1': 7, '3-4': 1, '7-6': 1, '7-5': 2, '7-4': 5, '17-3': 2, '17-2': 2, '17-1': 2, '17-0': 2, '10-0': 2, '10-1': 1, '8-6': 1, '10-3': 3, '21-0': 1, '8-1': 4, '8-2': 1, '8-3': 6}",checkin,IK8ID-Dq7LZsPppx4sKLhg
"{'11-4': 1, '20-1': 1, '19-4': 1, '20-3': 1, '20-2': 1, '20-5': 1, '19-3': 2, '19-2': 1, '19-5': 1, '13-4': 1, '18-3': 1, '18-4': 1, '11-3': 1, '17-0': 1, '12-4': 1, '17-4': 2, '12-2': 1, '12-3': 1, '12-0': 2}",checkin,d-YNxMKL6ZhkiRhfUPxKHg
"{'11-3': 5, '3-2': 1, '15-1': 1, '15-2': 3, '15-5': 1, '15-6': 1, '18-0': 2, '18-3': 1, '18-4': 1, '18-5': 1, '18-6': 1, '14-4': 1, '14-6': 1, '21-6': 1, '19-6': 1, '19-1': 1, '19-0': 1, '19-3': 1, '19-2': 1, '13-3': 2, '11-4': 4, '11-1': 2, '11-0': 2, '13-5': 1, '11-2': 3, '12-6': 1, '12-4': 1, '12-2': 3, '12-3': 1, '12-0': 1, '12-1': 2, '13-2': 2, '20-1': 1, '20-0': 1, '20-4': 1, '20-6': 1, '17-5': 1, '17-4': 1, '16-5': 2, '10-2': 1, '10-3': 3, '10-4': 1}",checkin,QVDzhx0E3d-J7Lh9FuQtTQ
"{'0-3': 1, '15-1': 1, '20-2': 1, '20-4': 1, '13-3': 1, '16-3': 1, '16-6': 1, '13-6': 1, '10-0': 1, '14-6': 1, '14-2': 1}",checkin,UACSWwOwCFg58ycvb32-RQ
"{'11-4': 2, '14-1': 1, '11-2': 1}",checkin,U5-VseaV5NWnuh5AW4acJg
"{'15-0': 1, '15-5': 1, '14-1': 1, '8-4': 1, '11-6': 1, '13-5': 1, '11-2': 2, '12-4': 1, '12-5': 1, '6-2': 1, '12-3': 1, '9-5': 1, '7-2': 1, '7-1': 1, '7-0': 1, '7-4': 1, '16-3': 1, '16-0': 1, '16-6': 1, '10-0': 1, '8-0': 1, '10-5': 1, '10-6': 1}",checkin,9cmq0_NV08ejfNsSgr2c-Q
"{'12-4': 1, '15-0': 1, '10-2': 8, '14-6': 1, '14-1': 1, '13-3': 1, '11-5': 2, '11-4': 1, '13-5': 1, '11-2': 6, '6-6': 1, '6-4': 4, '12-5': 1, '12-2': 2, '12-3': 2, '6-1': 1, '9-1': 1, '9-0': 2, '9-2': 3, '9-5': 2, '9-4': 1, '8-0': 1, '7-1': 1, '7-6': 1, '7-5': 2, '7-4': 3, '7-2': 1, '8-5': 1, '8-6': 2, '10-4': 1, '10-5': 1, '10-6': 1, '8-3': 1}",checkin,l4ymgiD1WnsSrwxWWk7a3Q
"{'18-3': 1, '7-1': 1, '20-5': 1, '19-0': 1, '19-2': 1, '23-3': 1, '17-4': 2, '16-6': 1, '8-2': 1, '17-1': 1, '13-0': 1, '10-4': 1, '15-3': 1, '21-2': 1}",checkin,AYPTLvxlCw2euajnglksTA
"{'11-3': 1, '18-1': 1, '15-0': 1, '22-6': 1, '22-5': 1, '18-4': 1, '14-5': 1, '14-0': 1, '19-4': 1, '19-2': 1, '13-0': 1, '13-5': 2, '12-6': 1, '12-5': 1, '9-5': 1, '9-6': 1, '20-1': 1, '20-5': 4, '20-6': 1, '16-5': 1, '21-4': 3, '21-5': 4, '21-6': 1}",checkin,YEOnspVAXguZEJp0iKLq8w
"{'8-4': 1, '23-1': 1, '11-2': 1, '7-6': 1, '13-4': 1, '7-4': 1, '17-6': 6, '16-1': 2, '10-6': 1, '22-6': 1, '15-1': 3, '15-3': 1, '15-5': 4, '15-4': 3, '15-6': 1, '10-0': 1, '18-1': 3, '18-2': 1, '22-4': 3, '18-4': 3, '18-5': 4, '18-6': 2, '22-0': 1, '14-4': 3, '14-5': 2, '14-6': 4, '14-0': 2, '14-3': 1, '16-6': 1, '16-4': 1, '2-4': 1, '19-5': 3, '19-4': 4, '19-6': 2, '19-1': 1, '23-3': 1, '19-3': 1, '19-2': 1, '11-5': 6, '13-2': 1, '13-1': 1, '11-6': 1, '11-1': 1, '11-0': 1, '13-5': 4, '8-5': 4, '12-6': 1, '12-4': 1, '12-5': 5, '22-3': 2, '13-3': 1, '9-5': 4, '18-3': 2, '11-4': 3, '20-1': 1, '20-0': 1, '20-3': 1, '9-6': 1, '20-4': 2, '7-5': 1, '20-6': 2, '16-3': 3, '17-5': 1, '17-4': 4, '17-3': 4, '17-2': 2, '17-1': 3, '17-0': 1, '21-4': 10, '21-5': 5, '10-5': 2, '21-2': 1, '13-6': 1}",checkin,LDJhwZN14AZOJyHjg2lkRw
"{'11-5': 1, '17-5': 2, '15-0': 1, '15-4': 1, '15-6': 1, '18-0': 1, '18-2': 1, '18-5': 1, '17-3': 3, '14-6': 1, '14-0': 2, '14-1': 1, '17-1': 1, '19-4': 2, '13-3': 1, '11-4': 1, '11-6': 1, '13-6': 2, '13-5': 1, '13-4': 1, '12-6': 1, '12-4': 1, '12-5': 2, '12-1': 2, '9-0': 2, '9-5': 1, '9-6': 2, '3-4': 2, '20-4': 1, '17-6': 1, '16-0': 1, '16-6': 2, '16-4': 2, '16-5': 2, '10-0': 1, '8-5': 1, '10-5': 2, '21-2': 1}",checkin,9uMnQTDD0hi_ivp_te6s4A
"{'20-3': 1, '13-4': 1, '16-3': 2, '13-1': 1, '11-1': 1, '11-2': 1, '10-2': 1, '10-3': 1, '12-2': 1, '12-0': 1}",checkin,pskMAsS5zxuwQUF--tWIUQ
"{'18-0': 1, '17-3': 1, '18-4': 1, '18-6': 1}",checkin,WTf7fOvesYyhMVGfk3C-pw
"{'8-1': 1, '18-3': 1, '19-6': 2, '19-2': 2, '11-4': 1, '13-5': 1, '11-2': 1, '12-6': 1, '13-2': 1, '9-2': 1, '9-5': 3, '9-4': 1, '9-6': 2, '20-0': 1, '20-2': 1, '20-6': 1, '16-3': 1, '17-3': 1, '10-0': 1, '21-5': 1, '10-2': 1, '10-3': 2, '10-4': 2, '10-5': 3, '10-6': 5, '8-3': 1}",checkin,iqVDfE7XknJ6kDIoepT_xQ
"{'23-1': 4, '16-6': 1, '18-0': 2, '22-6': 1, '18-1': 3, '15-2': 1, '15-5': 1, '15-4': 3, '15-6': 2, '23-2': 2, '23-3': 1, '22-5': 6, '22-4': 6, '18-4': 6, '18-5': 3, '23-4': 1, '22-0': 2, '23-6': 1, '22-2': 2, '0-5': 1, '0-1': 1, '0-2': 1, '2-5': 1, '19-5': 1, '19-4': 3, '16-5': 1, '19-1': 1, '19-0': 3, '19-3': 1, '19-2': 2, '13-2': 1, '11-3': 1, '16-4': 1, '22-3': 1, '18-3': 1, '20-0': 3, '20-3': 3, '20-2': 4, '20-5': 4, '20-4': 5, '20-6': 5, '16-2': 1, '17-6': 1, '17-4': 2, '17-3': 3, '17-2': 3, '17-1': 2, '17-0': 2, '21-4': 6, '21-5': 1, '21-6': 3, '21-0': 2, '21-1': 4, '21-2': 2, '21-3': 1}",checkin,nXKwzVKJCtIGd4HxXgjdnQ
"{'11-4': 1, '17-4': 1, '13-4': 1, '14-4': 1, '8-6': 1, '12-4': 1}",checkin,AE7TfOrefJCI_qTvUoAezA
"{'9-1': 1, '11-3': 1, '15-3': 1, '17-5': 1, '7-5': 1, '15-4': 1, '18-2': 1, '13-5': 1, '16-5': 1, '10-0': 1, '10-2': 1, '14-0': 1, '21-6': 1, '14-3': 1}",checkin,8UhKnPs2Jvz7vjzqYCTcWg
"{'1-0': 1, '20-2': 6, '21-1': 3, '23-1': 1, '17-5': 22, '21-2': 7, '16-5': 22, '17-6': 34, '16-1': 17, '18-1': 29, '15-1': 1, '15-3': 3, '15-2': 7, '15-5': 6, '15-4': 23, '22-1': 1, '15-6': 12, '18-0': 15, '22-6': 15, '22-5': 12, '18-3': 35, '23-6': 3, '18-5': 22, '23-4': 12, '23-5': 21, '18-4': 29, '14-6': 3, '14-1': 1, '14-2': 1, '18-6': 27, '17-3': 50, '22-4': 15, '0-6': 4, '0-0': 1, '0-1': 3, '18-2': 38, '19-5': 25, '19-4': 29, '19-6': 23, '19-1': 11, '23-3': 2, '19-3': 19, '19-2': 10, '13-5': 1, '14-5': 6, '12-6': 1, '1-6': 3, '12-2': 1, '12-0': 1, '22-3': 12, '8-0': 1, '9-6': 1, '20-1': 6, '20-0': 5, '20-3': 6, '23-0': 1, '20-5': 27, '20-4': 35, '19-0': 4, '20-6': 21, '16-2': 61, '16-3': 24, '16-0': 7, '17-4': 78, '16-6': 37, '17-2': 72, '17-1': 40, '17-0': 17, '21-4': 27, '21-5': 20, '21-6': 28, '21-0': 4, '16-4': 56, '10-6': 1, '21-3': 6}",checkin,gUt-pPUpOVVhaCFC8-E4yQ
"{'0-6': 1, '1-6': 1, '16-2': 1, '17-5': 1, '11-1': 1, '17-0': 1, '21-5': 1, '14-3': 1}",checkin,HcQSVGAcb5c9kgBB49gvZw
"{'8-5': 1, '18-1': 2, '10-4': 1, '15-5': 1, '21-1': 2, '22-6': 1, '18-5': 1, '0-5': 1, '2-6': 1, '2-5': 1, '19-6': 1, '19-1': 1, '1-6': 2, '11-5': 3, '21-5': 2, '12-6': 3, '12-3': 1, '9-2': 1, '9-5': 1, '3-6': 1, '20-3': 1, '20-2': 1, '7-4': 1, '17-6': 2, '8-2': 1, '20-0': 1, '21-4': 1, '10-1': 1, '10-3': 3, '21-0': 1, '10-5': 1, '10-6': 2, '21-3': 2}",checkin,kLAxRU19GwueWSMwXAr0vg
"{'8-1': 1, '11-3': 1, '8-5': 2, '10-1': 2, '13-4': 1, '0-0': 1, '18-0': 1, '12-5': 1, '10-6': 1, '18-1': 2, '15-5': 2, '23-2': 2, '1-1': 1, '22-5': 2, '18-3': 1, '18-5': 2, '18-6': 1, '19-4': 1, '14-5': 3, '12-1': 3, '14-1': 2, '14-2': 1, '14-3': 1, '23-3': 1, '2-6': 2, '19-5': 1, '19-1': 2, '19-6': 1, '1-5': 2, '19-0': 2, '19-3': 1, '1-6': 4, '13-2': 1, '13-0': 2, '11-1': 4, '11-0': 3, '13-5': 1, '11-2': 2, '12-6': 1, '12-4': 2, '19-2': 5, '12-3': 1, '12-0': 3, '9-4': 2, '9-1': 3, '9-0': 3, '9-3': 2, '5-0': 2, '5-3': 1, '11-4': 3, '7-1': 1, '20-2': 3, '20-4': 2, '20-6': 2, '16-2': 1, '17-6': 1, '17-5': 1, '17-4': 1, '17-3': 1, '17-2': 1, '17-1': 3, '17-0': 1, '21-4': 2, '21-5': 2, '10-2': 2, '10-3': 3, '21-1': 4, '21-2': 3, '21-3': 1}",checkin,suivIX2e8mQKGvbMvbcm2Q
"{'0-5': 1, '11-2': 1, '16-1': 1, '13-0': 2, '16-5': 7, '18-0': 1, '12-5': 3, '17-6': 4, '15-1': 1, '18-1': 2, '15-5': 2, '18-2': 3, '14-1': 1, '15-6': 4, '23-2': 1, '23-3': 7, '22-5': 6, '18-3': 2, '18-4': 6, '18-5': 9, '20-6': 3, '17-3': 1, '14-6': 5, '12-1': 1, '13-2': 1, '17-5': 3, '14-3': 1, '22-4': 2, '18-6': 3, '19-5': 7, '19-4': 8, '19-6': 2, '19-1': 3, '19-0': 3, '19-2': 1, '11-5': 2, '11-4': 2, '13-1': 1, '11-6': 2, '11-1': 1, '13-6': 1, '13-5': 8, '21-5': 6, '12-6': 1, '16-4': 1, '15-0': 2, '12-0': 3, '22-3': 3, '9-5': 2, '9-6': 1, '20-1': 2, '20-0': 1, '20-3': 1, '20-2': 1, '20-5': 6, '20-4': 7, '10-5': 4, '16-3': 1, '16-0': 2, '17-4': 5, '16-6': 5, '17-2': 1, '17-1': 1, '17-0': 6, '21-4': 4, '10-1': 1, '21-6': 3, '21-0': 3, '21-1': 2, '10-6': 4, '21-3': 1}",checkin,4Pf9DQBcR23A6Lg2pDsrBQ
"{'0-4': 1, '5-6': 1, '4-4': 1, '5-0': 2, '7-2': 1, '15-2': 1, '7-6': 1, '6-3': 2, '23-2': 3, '16-1': 1, '23-6': 1, '23-4': 2, '6-6': 2, '5-1': 1, '16-4': 1, '6-0': 1}",checkin,zV_LBn9F_3jtx0bFgoGvOA
"{'17-0': 2, '13-5': 1, '13-4': 5, '12-3': 3, '15-4': 1, '1-0': 1, '13-0': 3, '22-5': 1, '15-1': 1, '15-5': 2, '16-0': 2, '15-6': 2, '18-0': 6, '18-1': 1, '18-2': 7, '18-3': 4, '18-4': 4, '18-5': 6, '18-6': 8, '21-5': 3, '14-4': 2, '14-5': 2, '14-6': 2, '14-0': 2, '14-2': 1, '14-3': 1, '17-3': 2, '16-4': 11, '19-5': 3, '19-4': 6, '19-6': 4, '19-1': 2, '19-0': 3, '19-3': 3, '19-2': 4, '11-5': 1, '11-4': 6, '13-1': 6, '11-6': 3, '11-1': 2, '11-0': 3, '11-3': 3, '11-2': 2, '12-6': 2, '12-4': 8, '12-2': 2, '10-2': 2, '12-0': 2, '12-1': 4, '13-3': 2, '23-4': 1, '13-2': 2, '20-1': 3, '20-0': 4, '20-3': 2, '20-2': 2, '20-5': 5, '20-4': 7, '20-6': 1, '16-2': 1, '17-6': 7, '17-5': 4, '17-4': 1, '16-6': 4, '17-2': 2, '17-1': 4, '16-5': 4, '21-4': 2, '8-5': 1, '21-6': 2, '10-4': 1, '21-1': 1, '21-2': 1, '13-6': 1}",checkin,UtUXhKh7vOVvWJF48IzJvQ
"{'18-3': 1, '15-1': 1, '15-3': 1, '15-5': 2, '13-0': 1, '13-5': 1, '11-2': 2, '14-5': 1, '12-5': 1, '14-2': 1}",checkin,xWcTt1L4vQC_QkPfPBVlCw
"{'13-5': 1, '13-4': 1, '15-0': 1, '15-4': 1, '18-1': 3, '18-2': 4, '18-3': 1, '18-4': 1, '18-5': 1, '14-4': 1, '14-5': 2, '19-5': 2, '19-6': 1, '19-3': 1, '19-2': 1, '11-5': 2, '13-1': 1, '11-1': 1, '11-0': 3, '11-3': 1, '11-2': 3, '12-4': 1, '12-5': 1, '12-2': 2, '12-0': 1, '12-1': 3, '20-3': 2, '20-5': 1, '17-5': 3, '17-4': 2, '17-3': 1, '17-1': 2, '10-0': 1, '21-5': 1, '10-4': 1, '10-5': 1, '13-6': 1}",checkin,saON8-nDZi5W64u1xGtmPA
"{'2-3': 1, '17-1': 1, '5-2': 1, '20-3': 2, '20-4': 1, '3-1': 1, '1-4': 1, '12-6': 1, '22-4': 1, '11-0': 1, '11-3': 1, '11-2': 2, '14-4': 1, '15-3': 1, '21-2': 1, '12-1': 2}",checkin,DwU7wQtSs3eftKs3Q-EEjw
"{'22-4': 1, '11-3': 1, '13-4': 1, '15-5': 1, '18-3': 1, '18-4': 3, '18-5': 1, '18-6': 1, '14-5': 2, '16-6': 2, '19-5': 2, '19-4': 3, '19-3': 1, '11-5': 2, '11-4': 4, '13-6': 2, '13-5': 1, '11-2': 1, '12-4': 1, '12-5': 1, '12-0': 1, '20-0': 2, '20-2': 2, '20-4': 1, '20-6': 1, '17-5': 3, '17-3': 1, '17-1': 2, '10-4': 1, '21-1': 1, '11-0': 2}",checkin,APgL23vh7f7H_wAGTl57xQ
"{'9-5': 2, '10-6': 1, '19-5': 1, '20-2': 3, '7-6': 2, '7-5': 2, '19-2': 1, '11-5': 2, '18-4': 1, '17-2': 1, '14-5': 1, '8-6': 1, '12-5': 1, '10-5': 2, '21-2': 2, '18-5': 1}",checkin,89CVGx4Y6MPVJoi59XgP_A
"{'15-6': 1, '18-0': 1, '18-1': 1, '18-4': 1, '18-5': 1, '18-6': 1, '0-5': 1, '19-5': 6, '19-4': 1, '19-6': 2, '19-3': 1, '19-2': 2, '20-1': 1, '20-5': 1, '20-4': 1, '17-6': 1, '17-4': 1, '17-2': 1, '17-1': 1, '16-5': 2, '21-5': 1, '21-3': 1}",checkin,9HwUkbKAv7dO3MGlkkJJSg
"{'15-2': 1, '19-1': 1, '16-2': 1, '18-1': 1, '13-6': 1, '17-1': 2, '16-5': 1, '12-5': 2, '12-3': 1, '10-6': 1, '17-2': 2}",checkin,LRLN1CIUprYLs6rWUC5bAg
"{'13-0': 2, '15-6': 1, '18-0': 1, '18-1': 4, '18-2': 1, '18-3': 2, '18-4': 8, '18-5': 4, '18-6': 3, '14-4': 1, '14-1': 1, '14-3': 1, '22-4': 1, '19-5': 1, '19-4': 3, '19-6': 2, '19-0': 2, '19-3': 2, '19-2': 2, '11-5': 1, '11-4': 3, '11-6': 3, '13-6': 3, '13-4': 2, '12-6': 2, '12-4': 2, '17-4': 2, '12-3': 1, '13-2': 1, '9-6': 1, '20-5': 2, '20-4': 1, '20-6': 1, '16-2': 1, '17-6': 4, '16-0': 1, '16-1': 1, '16-6': 1, '17-2': 6, '17-1': 2, '16-5': 1, '10-0': 1, '21-5': 1, '10-5': 1, '10-6': 1, '21-3': 1}",checkin,txCJurIIrE9ZoHu3gZUvnQ
"{'8-1': 4, '13-4': 1, '12-4': 1, '9-2': 1, '12-3': 2, '6-0': 1, '0-5': 1, '9-0': 4, '8-5': 5, '11-5': 3, '21-4': 1, '13-1': 2, '13-0': 1, '11-1': 2, '13-6': 6, '11-3': 2, '11-2': 2, '12-6': 2, '6-4': 1, '12-2': 1, '10-2': 3, '12-0': 1, '6-1': 1, '9-1': 2, '13-3': 3, '10-3': 4, '9-5': 7, '9-4': 2, '5-3': 1, '9-6': 8, '7-3': 2, '8-0': 2, '7-1': 1, '20-5': 1, '7-6': 3, '7-4': 1, '11-6': 3, '8-2': 2, '10-0': 4, '10-1': 3, '8-6': 7, '8-3': 7, '10-4': 4, '10-5': 8, '10-6': 7, '11-0': 5}",checkin,bZkRR9-BnwE-sb1ql7WPJg
"{'8-3': 1, '7-1': 1, '7-4': 1, '14-0': 1, '14-3': 1}",checkin,BZqn7i_Z-MJ1QrxCyjFZSw
"{'22-4': 1, '9-6': 2, '11-6': 1, '8-5': 1, '10-5': 1, '10-6': 3}",checkin,lUsTQ3hOOcSS1mngqeFKAA
"{'22-6': 1, '22-3': 1, '19-5': 11, '19-4': 11, '19-6': 2, '19-1': 5, '19-0': 8, '19-3': 8, '19-2': 7, '11-5': 42, '11-4': 12, '11-6': 43, '11-1': 8, '11-0': 11, '11-3': 10, '11-2': 6, '12-6': 57, '12-4': 11, '12-5': 50, '12-2': 16, '12-3': 9, '12-0': 19, '12-1': 6, '16-2': 6, '16-3': 2, '16-0': 11, '16-1': 12, '16-6': 29, '16-4': 4, '16-5': 43, '21-4': 1, '21-5': 2, '21-6': 1, '21-0': 1, '21-3': 1, '15-1': 6, '15-0': 13, '15-3': 9, '15-2': 10, '15-5': 35, '15-4': 8, '15-6': 32, '18-0': 15, '18-1': 6, '18-2': 8, '18-3': 8, '18-4': 12, '18-5': 17, '18-6': 5, '6-4': 1, '8-4': 3, '8-5': 3, '8-6': 2, '8-0': 1, '8-1': 1, '8-3': 5, '0-6': 1, '13-3': 8, '13-2': 4, '13-1': 7, '13-0': 9, '13-6': 36, '13-5': 55, '13-4': 17, '9-1': 5, '9-0': 7, '9-3': 4, '9-2': 4, '9-5': 14, '9-4': 9, '9-6': 8, '20-1': 3, '20-0': 1, '20-3': 5, '20-2': 2, '20-5': 4, '20-4': 6, '17-6': 14, '17-5': 27, '17-4': 15, '17-3': 8, '17-2': 10, '17-1': 7, '17-0': 12, '10-0': 9, '10-1': 3, '10-2': 8, '10-3': 13, '10-4': 17, '10-5': 39, '10-6': 38, '14-4': 8, '14-5': 41, '14-6': 56, '14-0': 19, '14-1': 7, '14-2': 9, '14-3': 7, '3-5': 1}",checkin,WUZxVr_CaRqEQgzvyeK5tw
"{'17-5': 1, '17-4': 1, '16-4': 1, '14-5': 1, '10-2': 1, '12-3': 1}",checkin,SF43rzRcmrHxaFNN3Pacjg
